Roll Number,Professional Elective 1,Professional Elective 2,Core Section
22052112,,,CSE-51
22052113,,,CSE-39
22052115,,,CSE-16
22052116,,,CSE-47
22052117,,,CSE-13
22052118,,,CSE-21
22052119,,,CSE-17
22052121,,,CSE-54
22052122,,,CSE-29
22052123,,,CSE-03
22052124,,,CSE-20
22052125,,,CSE-06
22052127,,,CSE-34
22052128,,,CSE-47
22052129,,,CSE-34
22052130,,,CSE-14
22052131,,,CSE-53
22052132,,,CSE-17
22052133,,,CSE-36
22052134,,,CSE-07
22052135,,,CSE-37
22052136,,,CSE-14
22052137,,,CSE-47
22052138,,,CSE-27
22052139,,,CSE-17
22052140,,,CSE-22
22052141,,,CSE-31
22052143,,,CSE-33
22052144,,,CSE-42
22052146,,,CSE-47
22052147,,,CSE-27
22052148,,,CSE-05
22052149,,,CSE-11
22052150,,,CSE-02
22052151,,,CSE-10
22052152,,,CSE-25
22052153,,,CSE-42
22052154,,,CSE-52
22052155,,,CSE-26
22052156,,,CSE-28
22052157,,,CSE-45
22052158,,,CSE-11
22052159,,,CSE-13
22052160,,,CSE-09
22052161,,,CSE-41
22052162,,,CSE-13
22052163,,,CSE-47
22052164,,,CSE-49
22052165,,,CSE-43
22052166,,,CSE-09
22052167,,,CSE-30
22052168,,,CSE-47
22052169,,,CSE-53
22052171,,,CSE-05
22052172,,,CSE-26
22052173,,,CSE-24
22052174,,,CSE-44
22052175,,,CSE-28
22052176,,,CSE-36
22052177,,,CSE-36
22052178,,,CSE-13
22052179,,,CSE-05
22052180,,,CSE-28
22052181,,,CSE-28
22052182,,,CSE-28
22052184,,,CSE-35
22052185,,,CSE-12
22052187,,,CSE-35
22052188,,,CSE-32
22052189,,,CSE-43
22052190,,,CSE-35
22052191,,,CSE-35
22052192,,,CSE-35
22052193,,,CSE-43
22052195,,,CSE-27
22052196,,,CSE-36
22052197,,,CSE-39
22052198,,,CSE-16
22052199,,,CSE-14
22052200,,,CSE-47
22052201,,,CSE-39
22052202,,,CSE-14
22052203,,,CSE-31
22052204,,,CSE-38
22052206,,,CSE-47
22052207,,,CSE-08
22052208,,,CSE-50
22052209,,,CSE-10
22052210,,,CSE-30
22052211,,,CSE-30
22052213,,,CSE-13
22052214,,,CSE-35
22052215,,,CSE-08
22052216,,,CSE-52
22052217,,,CSE-47
22052218,,,CSE-38
22052219,,,CSE-19
22052220,,,CSE-19
22052221,,,CSE-30
22052222,,,CSE-39
22052223,,,CSE-42
22052224,,,CSE-30
22052225,,,CSE-44
22052226,,,CSE-41
22052227,,,CSE-26
22052228,,,CSE-09
22052229,,,CSE-43
22052230,,,CSE-43
22052231,,,CSE-36
22052232,,,CSE-26
22052234,,,CSE-42
22052235,,,CSE-43
22052236,,,CSE-42
22052237,,,CSE-52
22052238,,,CSE-28
22052239,,,CSE-24
22052240,,,CSE-17
22052241,,,CSE-02
22052242,,,CSE-26
22052243,,,CSE-30
22052244,,,CSE-08
22052245,,,CSE-14
22052246,,,CSE-02
22052247,,,CSE-50
22052248,,,CSE-09
22052249,,,CSE-14
22052250,,,CSE-48
22052251,,,CSE-30
22052252,,,CSE-38
22052253,,,CSE-25
22052254,,,CSE-30
22052255,,,CSE-18
22052256,,,CSE-42
22052257,,,CSE-21
22052258,,,CSE-41
22052259,,,CSE-30
22052260,,,CSE-38
22052261,,,CSE-05
22052262,,,CSE-23
22052263,,,CSE-49
22052264,,,CSE-49
22052265,,,CSE-14
22052266,,,CSE-24
22052267,,,CSE-37
22052268,,,CSE-05
22052269,,,CSE-13
22052270,,,CSE-36
22052271,,,CSE-05
22052272,,,CSE-55
22052273,,,CSE-17
22052274,,,CSE-05
22052275,,,CSE-05
22052277,,,CSE-23
22052278,,,CSE-02
22052279,,,CSE-24
22052280,,,CSE-55
22052282,,,CSE-17
22052283,,,CSE-24
22052284,,,CSE-24
22052285,,,CSE-21
22052286,,,CSE-37
22052288,,,CSE-30
22052289,,,CSE-35
22052291,,,CSE-24
22052292,,,CSE-45
22052294,,,CSE-39
22052295,,,CSE-48
22052296,,,CSE-42
22052297,,,CSE-36
22052298,,,CSE-21
22052299,,,CSE-26
22052300,,,CSE-26
22052301,,,CSE-32
22052302,,,CSE-15
22052303,,,CSE-17
22052304,,,CSE-32
22052306,,,CSE-15
22052307,,,CSE-19
22052308,,,CSE-05
22052309,,,CSE-20
22052310,,,CSE-17
22052311,,,CSE-44
22052312,,,CSE-21
22052313,,,CSE-16
22052315,,,CSE-19
22052316,,,CSE-18
22052317,,,CSE-51
22052320,,,CSE-42
22052321,,,CSE-29
22052322,,,CSE-29
22052323,,,CSE-30
22052324,,,CSE-05
22052325,,,CSE-29
22052326,,,CSE-29
22052327,,,CSE-51
22052328,,,CSE-31
22052329,,,CSE-32
22052330,,,CSE-09
22052331,,,CSE-44
22052332,,,CSE-29
22052333,,,CSE-24
22052334,,,CSE-22
22052335,,,CSE-07
22052337,,,CSE-29
22052338,,,CSE-15
22052340,,,CSE-15
22052341,,,CSE-43
22052342,,,CSE-18
22052343,,,CSE-37
22052344,,,CSE-02
22052345,,,CSE-25
22052346,,,CSE-30
22052347,,,CSE-29
22052348,,,CSE-10
22052349,,,CSE-36
22052350,,,CSE-26
22052351,,,CSE-03
22052352,,,CSE-02
22052353,,,CSE-46
22052354,,,CSE-08
22052355,,,CSE-01
22052356,,,CSE-01
22052357,,,CSE-18
22052358,,,CSE-46
22052359,,,CSE-38
22052360,,,CSE-53
22052361,,,CSE-49
22052362,,,CSE-33
22052363,,,CSE-18
22052364,,,CSE-17
22052365,,,CSE-46
22052366,,,CSE-01
22052367,,,CSE-02
22052368,,,CSE-29
22052369,,,CSE-31
22052370,,,CSE-30
22052373,,,CSE-51
22052374,,,CSE-01
22052375,,,CSE-14
22052376,,,CSE-49
22052377,,,CSE-53
22052378,,,CSE-22
22052379,,,CSE-52
22052380,,,CSE-50
22052381,,,CSE-49
22052382,,,CSE-44
22052383,,,CSE-16
22052384,,,CSE-02
22052385,,,CSE-02
22052386,,,CSE-14
22052387,,,CSE-18
22052388,,,CSE-54
22052389,,,CSE-42
22052390,,,CSE-26
22052391,,,CSE-32
22052392,,,CSE-29
22052393,,,CSE-29
22052394,,,CSE-16
22052395,,,CSE-30
22052396,,,CSE-49
22052397,,,CSE-15
22052398,,,CSE-18
22052401,,,CSE-24
22052402,,,CSE-15
22052403,,,CSE-20
22052404,,,CSE-53
22052405,,,CSE-48
22052406,,,CSE-11
22052407,,,CSE-01
22052408,,,CSE-44
22052409,,,CSE-48
22052410,,,CSE-48
22052411,,,CSE-10
22052412,,,CSE-01
22052413,,,CSE-51
22052415,,,CSE-47
22052416,,,CSE-44
22052417,,,CSE-51
22052418,,,CSE-47
22052419,,,CSE-25
22052420,,,CSE-53
22052421,,,CSE-29
22052422,,,CSE-19
22052423,,,CSE-52
22052424,,,CSE-52
22052425,,,CSE-37
22052426,,,CSE-30
22052427,,,CSE-09
22052428,,,CSE-25
22052429,,,CSE-37
22052430,,,CSE-28
22052431,,,CSE-29
22052432,,,CSE-28
22052433,,,CSE-36
22052434,,,CSE-26
22052435,,,CSE-50
22052436,,,CSE-13
22052437,,,CSE-46
22052438,,,CSE-26
22052439,,,CSE-01
22052440,,,CSE-04
22052441,,,CSE-26
22052442,,,CSE-26
22052443,,,CSE-07
22052444,,,CSE-05
22052445,,,CSE-37
22052446,,,CSE-37
22052447,,,CSE-07
22052448,,,CSE-07
22052449,,,CSE-33
22052450,,,CSE-50
22052451,,,CSE-19
22052452,,,CSE-29
22052454,,,CSE-03
22052455,,,CSE-50
22052456,,,CSE-31
22052457,,,CSE-46
22052458,,,CSE-06
22052459,,,CSE-04
22052460,,,CSE-03
22052461,,,CSE-07
22052462,,,CSE-53
22052463,,,CSE-07
22052464,,,CSE-13
22052465,,,CSE-44
22052466,,,CSE-54
22052467,,,CSE-37
22052469,,,CSE-29
22052470,,,CSE-30
22052471,,,CSE-29
22052472,,,CSE-29
22052473,,,CSE-26
22052474,,,CSE-25
22052475,,,CSE-32
22052476,,,CSE-45
22052477,,,CSE-19
22052478,,,CSE-44
22052479,,,CSE-01
22052480,,,CSE-24
22052481,,,CSE-13
22052482,,,CSE-50
22052483,,,CSE-24
22052484,,,CSE-33
22052485,,,CSE-11
22052486,,,CSE-19
22052487,,,CSE-29
22052488,,,CSE-43
22052489,,,CSE-55
22052490,,,CSE-48
22052491,,,CSE-24
22052492,,,CSE-03
22052494,,,CSE-29
22052495,,,CSE-25
22052496,,,CSE-11
22052497,,,CSE-24
22052498,,,CSE-25
22052499,,,CSE-28
22052500,,,CSE-07
22052501,,,CSE-55
22052502,,,CSE-48
22052503,,,CSE-29
22052504,,,CSE-10
22052506,,,CSE-31
22052507,,,CSE-19
22052508,,,CSE-16
22052509,,,CSE-53
22052511,,,CSE-19
22052512,,,CSE-37
22052513,,,CSE-16
22052514,,,CSE-07
22052515,,,CSE-11
22052516,,,CSE-24
22052517,,,CSE-37
22052518,,,CSE-07
22052519,,,CSE-33
22052521,,,CSE-23
22052522,,,CSE-07
22052523,,,CSE-01
22052524,,,CSE-10
22052525,,,CSE-51
22052527,,,CSE-51
22052528,,,CSE-55
22052529,,,CSE-55
22052530,,,CSE-23
22052532,,,CSE-07
22052533,,,CSE-17
22052534,,,CSE-46
22052535,,,CSE-46
22052536,,,CSE-29
22052537,,,CSE-35
22052538,,,CSE-44
22052539,,,CSE-10
22052540,,,CSE-29
22052541,,,CSE-16
22052542,,,CSE-16
22052543,,,CSE-17
22052544,,,CSE-01
22052545,,,CSE-15
22052546,,,CSE-55
22052547,,,CSE-09
22052548,,,CSE-51
22052549,,,CSE-42
22052550,,,CSE-42
22052551,,,CSE-15
22052552,,,CSE-08
22052553,,,CSE-03
22052554,,,CSE-10
22052555,,,CSE-30
22052556,,,CSE-41
22052557,,,CSE-51
22052558,,,CSE-13
22052559,,,CSE-17
22052560,,,CSE-55
22052561,,,CSE-08
22052562,,,CSE-30
22052563,,,CSE-10
22052564,,,CSE-55
22052565,,,CSE-50
22052567,,,CSE-10
22052568,,,CSE-07
22052569,,,CSE-02
22052571,,,CSE-19
22052572,,,CSE-23
22052573,,,CSE-16
22052574,,,CSE-51
22052575,,,CSE-32
22052576,,,CSE-02
22052577,,,CSE-26
22052579,,,CSE-09
22052582,,,CSE-09
22052583,,,CSE-02
22052585,,,CSE-23
22052586,,,CSE-11
22052587,,,CSE-34
22052588,,,CSE-41
22052589,,,CSE-51
22052590,,,CSE-26
22052592,,,CSE-09
22052594,,,CSE-27
22052595,,,CSE-55
22052597,,,CSE-23
22052598,,,CSE-51
22052599,,,CSE-09
22052600,,,CSE-51
22052601,,,CSE-16
22052602,,,CSE-29
22052603,,,CSE-46
22052604,,,CSE-10
22052605,,,CSE-04
22052606,,,CSE-38
22052607,,,CSE-26
22052608,,,CSE-10
22052609,,,CSE-05
22052610,,,CSE-05
22052611,,,CSE-14
22052612,,,CSE-50
22052613,,,CSE-55
22052614,,,CSE-41
22052615,,,CSE-04
22052616,,,CSE-06
22052617,,,CSE-32
22052618,,,CSE-47
22052619,,,CSE-29
22052620,,,CSE-28
22052621,,,CSE-55
22052622,,,CSE-15
22052623,,,CSE-42
22052624,,,CSE-29
22052625,,,CSE-22
22052626,,,CSE-27
22052627,,,CSE-11
22052628,,,CSE-30
22052629,,,CSE-51
22052630,,,CSE-55
22052631,,,CSE-06
22052632,,,CSE-11
22052633,,,CSE-11
22052634,,,CSE-43
22052636,,,CSE-17
22052637,,,CSE-01
22052638,,,CSE-13
22052639,,,CSE-11
22052640,,,CSE-10
22052641,,,CSE-44
22052642,,,CSE-44
22052643,,,CSE-40
22052644,,,CSE-04
22052645,,,CSE-32
22052646,,,CSE-11
22052647,,,CSE-12
22052648,,,CSE-29
22052649,,,CSE-17
22052650,,,CSE-17
22052651,,,CSE-32
22052652,,,CSE-12
22052653,,,CSE-14
22052654,,,CSE-08
22052655,,,CSE-54
22052657,,,CSE-12
22052658,,,CSE-14
22052659,,,CSE-01
22052660,,,CSE-55
22052661,,,CSE-08
22052662,,,CSE-17
22052663,,,CSE-55
22052664,,,CSE-32
22052665,,,CSE-01
22052666,,,CSE-23
22052667,,,CSE-44
22052668,,,CSE-35
22052669,,,CSE-42
22052670,,,CSE-14
22052671,,,CSE-37
22052672,,,CSE-52
22052673,,,CSE-37
22052674,,,CSE-40
22052675,,,CSE-38
22052676,,,CSE-55
22052677,,,CSE-07
22052678,,,CSE-44
22052679,,,CSE-47
22052680,,,CSE-47
22052681,,,CSE-37
22052682,,,CSE-19
22052683,,,CSE-44
22052684,,,CSE-14
22052685,,,CSE-44
22052686,,,CSE-02
22052687,,,CSE-09
22052688,,,CSE-15
22052689,,,CSE-07
22052690,,,CSE-11
22052691,,,CSE-22
22052692,,,CSE-14
22052693,,,CSE-44
22052694,,,CSE-02
22052695,,,CSE-16
22052696,,,CSE-19
22052697,,,CSE-14
22052698,,,CSE-21
22052699,,,CSE-51
22052700,,,CSE-30
22052701,,,CSE-55
22052702,,,CSE-29
22052703,,,CSE-29
22052704,,,CSE-42
22052705,,,CSE-15
22052706,,,CSE-02
22052707,,,CSE-44
22052708,,,CSE-16
22052709,,,CSE-44
22052710,,,CSE-14
22052711,,,CSE-41
22052712,,,CSE-10
22052713,,,CSE-49
22052714,,,CSE-16
22052715,,,CSE-49
22052716,,,CSE-49
22052717,,,CSE-33
22052718,,,CSE-24
22052720,,,CSE-31
22052721,,,CSE-50
22052722,,,CSE-10
22052723,,,CSE-40
22052724,,,CSE-18
22052725,,,CSE-40
22052726,,,CSE-13
22052727,,,CSE-40
22052728,,,CSE-50
22052729,,,CSE-52
22052730,,,CSE-06
22052731,,,CSE-26
22052732,,,CSE-19
22052733,,,CSE-40
22052734,,,CSE-20
22052735,,,CSE-13
22052736,,,CSE-51
22052737,,,CSE-14
22052738,,,CSE-13
22052739,,,CSE-54
22052740,,,CSE-49
22052741,,,CSE-41
22052742,,,CSE-52
22052743,,,CSE-40
22052744,,,CSE-49
22052745,,,CSE-29
22052746,,,CSE-37
22052747,,,CSE-37
22052748,,,CSE-44
22052749,,,CSE-19
22052750,,,CSE-06
22052751,,,CSE-37
22052752,,,CSE-55
22052753,,,CSE-41
22052754,,,CSE-29
22052755,,,CSE-41
22052756,,,CSE-51
22052757,,,CSE-41
22052758,,,CSE-14
22052759,,,CSE-51
22052761,,,CSE-44
22052762,,,CSE-53
22052763,,,CSE-44
22052764,,,CSE-49
22052765,,,CSE-11
22052766,,,CSE-25
22052767,,,CSE-29
22052768,,,CSE-37
22052769,,,CSE-11
22052770,,,CSE-54
22052771,,,CSE-37
22052772,,,CSE-11
22052773,,,CSE-11
22052774,,,CSE-44
22052775,,,CSE-16
22052776,,,CSE-37
22052777,,,CSE-50
22052779,,,CSE-02
22052780,,,CSE-10
22052781,,,CSE-48
22052782,,,CSE-14
22052784,,,CSE-39
22052785,,,CSE-27
22052786,,,CSE-14
22052787,,,CSE-34
22052788,,,CSE-06
22052789,,,CSE-06
22052790,,,CSE-26
22052791,,,CSE-31
22052792,,,CSE-34
22052793,,,CSE-01
22052794,,,CSE-49
22052795,,,CSE-53
22052796,,,CSE-55
22052797,,,CSE-18
22052799,,,CSE-34
22052800,,,CSE-41
22052801,,,CSE-40
22052802,,,CSE-04
22052803,,,CSE-34
22052804,,,CSE-27
22052805,,,CSE-51
22052806,,,CSE-48
22052807,,,CSE-42
22052808,,,CSE-41
22052809,,,CSE-06
22052810,,,CSE-32
22052811,,,CSE-06
22052812,,,CSE-09
22052813,,,CSE-32
22052814,,,CSE-27
22052815,,,CSE-28
22052816,,,CSE-06
22052817,,,CSE-40
22052818,,,CSE-14
22052819,,,CSE-06
22052820,,,CSE-06
22052821,,,CSE-39
22052822,,,CSE-27
22052823,,,CSE-14
22052824,,,CSE-41
22052825,,,CSE-06
22052826,,,CSE-04
22052827,,,CSE-14
22052828,,,CSE-48
22052829,,,CSE-06
22052831,,,CSE-05
22052832,,,CSE-49
22052833,,,CSE-20
22052834,,,CSE-48
22052835,,,CSE-20
22052836,,,CSE-20
22052838,,,CSE-53
22052839,,,CSE-04
22052840,,,CSE-51
22052841,,,CSE-20
22052842,,,CSE-48
22052843,,,CSE-06
22052844,,,CSE-48
22052845,,,CSE-30
22052846,,,CSE-14
22052847,,,CSE-48
22052848,,,CSE-09
22052849,,,CSE-27
22052850,,,CSE-15
22052851,,,CSE-15
22052852,,,CSE-12
22052853,,,CSE-48
22052855,,,CSE-21
22052856,,,CSE-09
22052857,,,CSE-41
22052858,,,CSE-38
22052859,,,CSE-27
22052860,,,CSE-37
22052861,,,CSE-27
22052862,,,CSE-09
22052863,,,CSE-38
22052864,,,CSE-26
22052865,,,CSE-11
22052866,,,CSE-11
22052867,,,CSE-28
22052868,,,CSE-48
22052869,,,CSE-33
22052870,,,CSE-05
22052871,,,CSE-12
22052872,,,CSE-38
22052873,,,CSE-51
22052874,,,CSE-51
22052875,,,CSE-55
22052876,,,CSE-04
22052877,,,CSE-05
22052878,,,CSE-29
22052879,,,CSE-32
22052880,,,CSE-32
22052881,,,CSE-24
22052882,,,CSE-05
22052883,,,CSE-31
22052884,,,CSE-26
22052885,,,CSE-15
22052886,,,CSE-51
22052887,,,CSE-51
22052888,,,CSE-51
22052889,,,CSE-50
22052890,,,CSE-02
22052891,,,CSE-05
22052892,,,CSE-38
22052893,,,CSE-42
22052894,,,CSE-06
22052895,,,CSE-46
22052896,,,CSE-51
22052897,,,CSE-40
22052898,,,CSE-15
22052899,,,CSE-03
22052900,,,CSE-03
22052901,,,CSE-27
22052902,,,CSE-26
22052903,,,CSE-28
22052904,,,CSE-30
22052906,,,CSE-30
22052907,,,CSE-30
22052908,,,CSE-36
22052909,,,CSE-30
22052910,,,CSE-32
22052911,,,CSE-11
22052912,,,CSE-11
22052913,,,CSE-11
22052914,,,CSE-13
22052915,,,CSE-50
22052916,,,CSE-12
22052918,,,CSE-37
22052919,,,CSE-37
22052920,,,CSE-42
22052921,,,CSE-35
22052922,,,CSE-34
22052923,,,CSE-50
22052924,,,CSE-14
22052925,,,CSE-11
22052926,,,CSE-07
22052927,,,CSE-35
22052928,,,CSE-20
22052929,,,CSE-04
22052930,,,CSE-12
22052932,,,CSE-29
22052933,,,CSE-29
22052934,,,CSE-26
22052935,,,CSE-01
22052936,,,CSE-01
22052937,,,CSE-28
22052938,,,CSE-09
22052939,,,CSE-48
22052940,,,CSE-18
22052941,,,CSE-19
22052942,,,CSE-02
22052943,,,CSE-47
22052944,,,CSE-30
22052945,,,CSE-12
22052946,,,CSE-08
22052947,,,CSE-01
22052948,,,CSE-08
22052949,,,CSE-43
22052950,,,CSE-02
22052951,,,CSE-01
22052952,,,CSE-21
22052953,,,CSE-07
22052954,,,CSE-01
22052955,,,CSE-21
22052956,,,CSE-43
22052958,,,CSE-54
22052959,,,CSE-48
22052960,,,CSE-43
22052961,,,CSE-22
22052962,,,CSE-13
22052963,,,CSE-17
22052964,,,CSE-26
22052965,,,CSE-37
22052966,,,CSE-51
22052967,,,CSE-38
22052968,,,CSE-17
22052969,,,CSE-54
22052970,,,CSE-54
22052971,,,CSE-24
22052973,,,CSE-16
22052974,,,CSE-39
22052975,,,CSE-55
22052976,,,CSE-18
22052977,,,CSE-22
22052978,,,CSE-12
22052979,,,CSE-43
22052980,,,CSE-48
22052981,,,CSE-33
22052982,,,CSE-47
22052983,,,CSE-23
22052984,,,CSE-17
22052985,,,CSE-17
22052986,,,CSE-01
22052987,,,CSE-40
22052988,,,CSE-36
22052989,,,CSE-14
22052990,,,CSE-37
22052991,,,CSE-17
22052992,,,CSE-16
22052993,,,CSE-13
22052994,,,CSE-30
22052995,,,CSE-17
22052996,,,CSE-13
22052997,,,CSE-12
22052998,,,CSE-17
22052999,,,CSE-12
22053001,,,CSE-17
22053002,,,CSE-27
22053003,,,CSE-15
22053004,,,CSE-30
22053005,,,CSE-33
22053006,,,CSE-44
22053007,,,CSE-01
22053008,,,CSE-27
22053009,,,CSE-33
22053011,,,CSE-10
22053012,,,CSE-52
22053013,,,CSE-15
22053014,,,CSE-02
22053015,,,CSE-02
22053016,,,CSE-02
22053017,,,CSE-40
22053018,,,CSE-26
22053019,,,CSE-06
22053020,,,CSE-06
22053021,,,CSE-34
22053022,,,CSE-17
22053023,,,CSE-44
22053024,,,CSE-51
22053025,,,CSE-28
22053027,,,CSE-48
22053028,,,CSE-48
22053029,,,CSE-55
22053030,,,CSE-55
22053032,,,CSE-18
22053033,,,CSE-28
22053034,,,CSE-13
22053035,,,CSE-17
22053036,,,CSE-13
22053037,,,CSE-28
22053038,,,CSE-01
22053039,,,CSE-49
22053040,,,CSE-26
22053041,,,CSE-26
22053042,,,CSE-13
22053043,,,CSE-16
22053044,,,CSE-39
22053045,,,CSE-52
22053046,,,CSE-27
22053047,,,CSE-48
22053048,,,CSE-27
22053049,,,CSE-15
22053050,,,CSE-35
22053051,,,CSE-33
22053052,,,CSE-09
22053053,,,CSE-33
22053054,,,CSE-03
22053055,,,CSE-27
22053056,,,CSE-27
22053057,,,CSE-44
22053058,,,CSE-49
22053060,,,CSE-14
22053061,,,CSE-49
22053062,,,CSE-03
22053063,,,CSE-33
22053064,,,CSE-19
22053065,,,CSE-36
22053066,,,CSE-44
22053067,,,CSE-34
22053068,,,CSE-14
22053069,,,CSE-14
22053070,,,CSE-49
22053071,,,CSE-13
22053072,,,CSE-27
22053073,,,CSE-40
22053074,,,CSE-08
22053075,,,CSE-19
22053076,,,CSE-27
22053077,,,CSE-30
22053078,,,CSE-14
22053079,,,CSE-27
22053080,,,CSE-16
22053081,,,CSE-35
22053082,,,CSE-27
22053083,,,CSE-43
22053084,,,CSE-14
22053085,,,CSE-43
22053086,,,CSE-48
22053087,,,CSE-27
22053088,,,CSE-35
22053089,,,CSE-15
22053090,,,CSE-48
22053091,,,CSE-20
22053092,,,CSE-37
22053093,,,CSE-03
22053094,,,CSE-42
22053095,,,CSE-06
22053096,,,CSE-21
22053097,,,CSE-04
22053098,,,CSE-35
22053099,,,CSE-48
22053100,,,CSE-08
22053101,,,CSE-15
22053102,,,CSE-49
22053103,,,CSE-49
22053104,,,CSE-33
22053105,,,CSE-33
22053106,,,CSE-33
22053107,,,CSE-49
22053108,,,CSE-34
22053109,,,CSE-22
22053110,,,CSE-25
22053111,,,CSE-26
22053112,,,CSE-31
22053114,,,CSE-36
22053115,,,CSE-12
22053116,,,CSE-27
22053117,,,CSE-19
22053118,,,CSE-41
22053119,,,CSE-29
22053120,,,CSE-03
22053121,,,CSE-21
22053122,,,CSE-34
22053123,,,CSE-49
22053124,,,CSE-41
22053125,,,CSE-12
22053126,,,CSE-53
22053127,,,CSE-33
22053128,,,CSE-15
22053129,,,CSE-33
22053130,,,CSE-33
22053131,,,CSE-33
22053132,,,CSE-25
22053133,,,CSE-26
22053134,,,CSE-17
22053135,,,CSE-17
22053136,,,CSE-38
22053137,,,CSE-16
22053138,,,CSE-36
22053139,,,CSE-32
22053140,,,CSE-16
22053141,,,CSE-15
22053142,,,CSE-27
22053143,,,CSE-21
22053145,,,CSE-33
22053146,,,CSE-30
22053147,,,CSE-35
22053148,,,CSE-03
22053150,,,CSE-51
22053152,,,CSE-26
22053153,,,CSE-18
22053154,,,CSE-19
22053155,,,CSE-54
22053156,,,CSE-16
22053157,,,CSE-04
22053158,,,CSE-44
22053159,,,CSE-52
22053160,,,CSE-40
22053161,,,CSE-11
22053162,,,CSE-24
22053163,,,CSE-17
22053164,,,CSE-06
22053165,,,CSE-40
22053166,,,CSE-14
22053167,,,CSE-14
22053168,,,CSE-25
22053169,,,CSE-02
22053170,,,CSE-26
22053171,,,CSE-54
22053172,,,CSE-14
22053173,,,CSE-12
22053174,,,CSE-42
22053175,,,CSE-51
22053176,,,CSE-10
22053177,,,CSE-38
22053178,,,CSE-15
22053179,,,CSE-09
22053180,,,CSE-25
22053181,,,CSE-10
22053182,,,CSE-06
22053183,,,CSE-16
22053184,,,CSE-16
22053185,,,CSE-38
22053186,,,CSE-54
22053187,,,CSE-10
22053188,,,CSE-38
22053189,,,CSE-26
22053190,,,CSE-44
22053191,,,CSE-01
22053192,,,CSE-43
22053193,,,CSE-44
22053194,,,CSE-41
22053195,,,CSE-04
22053196,,,CSE-39
22053198,,,CSE-44
22053199,,,CSE-44
22053200,,,CSE-49
22053201,,,CSE-27
22053202,,,CSE-44
22053203,,,CSE-27
22053204,,,CSE-01
22053205,,,CSE-44
22053206,,,CSE-33
22053207,,,CSE-44
22053208,,,CSE-06
22053209,,,CSE-44
22053210,,,CSE-16
22053211,,,CSE-16
22053212,,,CSE-10
22053213,,,CSE-06
22053214,,,CSE-07
22053215,,,CSE-48
22053216,,,CSE-41
22053217,,,CSE-39
22053218,,,CSE-27
22053219,,,CSE-51
22053220,,,CSE-21
22053221,,,CSE-28
22053222,,,CSE-04
22053223,,,CSE-39
22053224,,,CSE-13
22053225,,,CSE-15
22053226,,,CSE-21
22053227,,,CSE-05
22053228,,,CSE-12
22053229,,,CSE-37
22053230,,,CSE-09
22053231,,,CSE-04
22053232,,,CSE-35
22053233,,,CSE-04
22053234,,,CSE-05
22053235,,,CSE-10
22053236,,,CSE-55
22053237,,,CSE-14
22053238,,,CSE-10
22053239,,,CSE-29
22053240,,,CSE-42
22053241,,,CSE-27
22053242,,,CSE-05
22053243,,,CSE-38
22053244,,,CSE-10
22053245,,,CSE-15
22053246,,,CSE-04
22053247,,,CSE-06
22053248,,,CSE-10
22053249,,,CSE-28
22053250,,,CSE-06
22053251,,,CSE-08
22053252,,,CSE-03
22053253,,,CSE-10
22053254,,,CSE-21
22053255,,,CSE-27
22053256,,,CSE-38
22053257,,,CSE-33
22053258,,,CSE-27
22053259,,,CSE-29
22053260,,,CSE-27
22053261,,,CSE-08
22053262,,,CSE-18
22053263,,,CSE-51
22053264,,,CSE-38
22053265,,,CSE-28
22053266,,,CSE-09
22053267,,,CSE-33
22053269,,,CSE-11
22053270,,,CSE-03
22053271,,,CSE-39
22053272,,,CSE-10
22053273,,,CSE-10
22053274,,,CSE-05
22053275,,,CSE-02
22053276,,,CSE-01
22053277,,,CSE-29
22053278,,,CSE-07
22053279,,,CSE-26
22053280,,,CSE-11
22053281,,,CSE-11
22053282,,,CSE-55
22053283,,,CSE-16
22053284,,,CSE-16
22053285,,,CSE-05
22053286,,,CSE-37
22053287,,,CSE-37
22053288,,,CSE-11
22053289,,,CSE-38
22053291,,,CSE-33
22053292,,,CSE-23
22053293,,,CSE-16
22053294,,,CSE-41
22053295,,,CSE-16
22053296,,,CSE-43
22053297,,,CSE-37
22053298,,,CSE-49
22053299,,,CSE-49
22053300,,,CSE-29
22053301,,,CSE-10
22053302,,,CSE-27
22053303,,,CSE-24
22053304,,,CSE-33
22053306,,,CSE-07
22053307,,,CSE-53
22053309,,,CSE-26
22053310,,,CSE-14
22053311,,,CSE-26
22053312,,,CSE-40
22053313,,,CSE-33
22053314,,,CSE-26
22053315,,,CSE-20
22053316,,,CSE-28
22053317,,,CSE-10
22053318,,,CSE-52
22053319,,,CSE-45
22053320,,,CSE-08
22053321,,,CSE-10
22053322,,,CSE-28
22053323,,,CSE-40
22053324,,,CSE-06
22053325,,,CSE-28
22053326,,,CSE-20
22053327,,,CSE-30
22053328,,,CSE-30
22053329,,,CSE-49
22053330,,,CSE-49
22053331,,,CSE-27
22053332,,,CSE-15
22053334,,,CSE-21
22053335,,,CSE-09
22053336,,,CSE-45
22053337,,,CSE-55
22053338,,,CSE-44
22053339,,,CSE-09
22053340,,,CSE-10
22053341,,,CSE-15
22053342,,,CSE-31
22053343,,,CSE-40
22053344,,,CSE-22
22053345,,,CSE-21
22053346,,,CSE-28
22053347,,,CSE-33
22053348,,,CSE-20
22053349,,,CSE-15
22053350,,,CSE-07
