Roll Number,Professional Elective 1,Professional Elective 2,Core Section
2206063,,,IT-01
2206064,,,IT-04
2206065,,,IT-03
2206066,,,IT-02
2206067,,,IT-02
2206068,,,IT-01
2206069,,,IT-01
2206070,,,IT-04
2206071,,,IT-02
2206072,,,IT-04
2206073,,,IT-04
2206074,,,IT-06
2206075,,,IT-03
2206076,,,IT-04
2206077,,,IT-04
2206078,,,IT-02
2206079,,,IT-04
2206080,,,IT-01
2206081,,,IT-01
2206082,,,IT-03
2206083,,,IT-01
2206085,,,IT-01
2206086,,,IT-02
2206087,,,IT-05
2206088,,,IT-02
2206089,,,IT-02
2206090,,,IT-06
2206091,,,IT-01
2206092,,,IT-06
2206093,,,IT-06
2206094,,,IT-03
2206097,,,IT-03
2206098,,,IT-01
2206099,,,IT-02
2206100,,,IT-02
2206101,,,IT-03
2206102,,,IT-04
2206103,,,IT-04
2206104,,,IT-01
2206105,,,IT-06
2206106,,,IT-06
2206107,,,IT-06
2206108,,,IT-06
2206109,,,IT-05
2206110,,,IT-05
2206111,,,IT-05
2206112,,,IT-01
2206113,,,IT-06
2206114,,,IT-01
2206115,,,IT-06
2206116,,,IT-04
2206118,,,IT-04
2206119,,,IT-05
2206120,,,IT-06
2206121,,,IT-01
2206122,,,IT-04
2206123,,,IT-02
2206125,,,IT-05
2206126,,,IT-05
2206127,,,IT-05
2206128,,,IT-03
2206129,,,IT-05
2206130,,,IT-01
2206131,,,IT-02
2206132,,,IT-06
2206134,,,IT-02
2206135,,,IT-04
2206136,,,IT-01
2206137,,,IT-05
2206138,,,IT-06
2206139,,,IT-01
2206141,,,IT-06
2206144,,,IT-04
2206145,,,IT-06
2206146,,,IT-05
2206147,,,IT-06
2206148,,,IT-02
2206149,,,IT-04
2206150,,,IT-04
2206151,,,IT-02
2206152,,,IT-02
2206154,,,IT-04
2206155,,,IT-05
2206156,,,IT-03
2206157,,,IT-04
2206158,,,IT-03
2206159,,,IT-04
2206160,,,IT-01
2206161,,,IT-01
2206162,,,IT-04
2206164,,,IT-04
2206165,,,IT-02
2206166,,,IT-03
2206167,,,IT-04
2206168,,,IT-04
2206169,,,IT-03
2206170,,,IT-03
2206171,,,IT-02
2206172,,,IT-01
2206173,,,IT-06
2206174,,,IT-04
2206175,,,IT-04
2206176,,,IT-06
2206177,,,IT-01
2206178,,,IT-04
2206179,,,IT-01
2206180,,,IT-03
2206181,,,IT-03
2206182,,,IT-03
2206183,,,IT-03
2206184,,,IT-06
2206185,,,IT-04
2206186,,,IT-03
2206187,,,IT-06
2206188,,,IT-04
2206189,,,IT-03
2206190,,,IT-06
2206191,,,IT-03
2206192,,,IT-01
2206193,,,IT-06
2206194,,,IT-01
2206195,,,IT-01
2206196,,,IT-02
2206197,,,IT-06
2206198,,,IT-01
2206199,,,IT-01
2206200,,,IT-06
2206201,,,IT-05
2206202,,,IT-06
2206203,,,IT-04
2206204,,,IT-05
2206205,,,IT-01
2206206,,,IT-03
2206207,,,IT-01
2206208,,,IT-01
2206209,,,IT-03
2206210,,,IT-02
2206211,,,IT-01
2206212,,,IT-01
2206213,,,IT-05
2206214,,,IT-03
2206215,,,IT-03
2206216,,,IT-01
2206217,,,IT-02
2206218,,,IT-06
2206219,,,IT-06
2206221,,,IT-06
2206222,,,IT-05
2206223,,,IT-02
2206224,,,IT-03
2206225,,,IT-03
2206226,,,IT-03
2206227,,,IT-06
2206229,,,IT-02
2206230,,,IT-01
2206231,,,IT-04
2206232,,,IT-01
2206233,,,IT-05
2206234,,,IT-05
2206235,,,IT-01
2206236,,,IT-01
2206237,,,IT-04
2206238,,,IT-02
2206239,,,IT-05
2206240,,,IT-04
2206241,,,IT-05
2206242,,,IT-01
2206243,,,IT-01
2206244,,,IT-04
2206245,,,IT-06
2206246,,,IT-06
2206247,,,IT-06
2206248,,,IT-03
2206249,,,IT-06
2206250,,,IT-03
2206251,,,IT-06
2206252,,,IT-06
2206253,,,IT-06
2206254,,,IT-05
2206255,,,IT-05
2206256,,,IT-05
2206257,,,IT-05
2206258,,,IT-02
2206259,,,IT-05
2206261,,,IT-02
2206262,,,IT-02
2206263,,,IT-02
2206264,,,IT-05
2206265,,,IT-05
2206266,,,IT-01
2206267,,,IT-05
2206268,,,IT-04
2206269,,,IT-04
2206270,,,IT-02
2206271,,,IT-01
2206272,,,IT-01
2206273,,,IT-01
2206274,,,IT-06
2206275,,,IT-01
2206276,,,IT-04
2206277,,,IT-04
2206278,,,IT-04
2206279,,,IT-04
2206280,,,IT-03
2206282,,,IT-03
2206283,,,IT-03
2206284,,,IT-06
2206285,,,IT-02
2206286,,,IT-01
2206287,,,IT-01
2206288,,,IT-03
2206289,,,IT-01
2206290,,,IT-01
2206291,,,IT-01
2206292,,,IT-06
2206293,,,IT-01
2206294,,,IT-01
2206295,,,IT-02
2206296,,,IT-04
2206298,,,IT-05
2206299,,,IT-02
2206300,,,IT-03
2206301,,,IT-01
2206302,,,IT-06
2206303,,,IT-01
2206304,,,IT-05
2206305,,,IT-06
2206306,,,IT-03
2206307,,,IT-06
2206308,,,IT-03
2206309,,,IT-02
2206310,,,IT-01
2206312,,,IT-03
2206313,,,IT-05
2206314,,,IT-01
2206315,,,IT-02
2206316,,,IT-02
2206317,,,IT-05
2206318,,,IT-02
2206319,,,IT-06
2206322,,,IT-03
2206323,,,IT-06
2206324,,,IT-06
2206325,,,IT-03
2206326,,,IT-06
2206327,,,IT-03
2206328,,,IT-04
2206329,,,IT-05
2206330,,,IT-03
2206331,,,IT-03
2206332,,,IT-04
2206333,,,IT-03
2206335,,,IT-03
2206336,,,IT-06
2206337,,,IT-03
2206338,,,IT-03
2206340,,,IT-06
2206341,,,IT-05
2206342,,,IT-03
2206343,,,IT-03
2206344,,,IT-03
2206345,,,IT-05
2206346,,,IT-05
2206347,,,IT-03
2206348,,,IT-02
2206349,,,IT-02
2206350,,,IT-03
2206353,,,IT-03
2206354,,,IT-03
2206355,,,IT-03
2206356,,,IT-06
2206357,,,IT-03
2206358,,,IT-05
2206359,,,IT-01
2206361,,,IT-04
2206362,,,IT-04
2206364,,,IT-04
2206365,,,IT-04
2206367,,,IT-03
2206369,,,IT-05
2206370,,,IT-02
2206371,,,IT-03
2206372,,,IT-02
2206374,,,IT-05
2206375,,,IT-03
2206376,,,IT-01
2206377,,,IT-01
2206378,,,IT-01
2206379,,,IT-02
2206380,,,IT-01
2206381,,,IT-04
2206383,,,IT-01
2206385,,,IT-02
2206388,,,IT-02
2206394,,,IT-06
2206395,,,IT-05
2206396,,,IT-02
2206397,,,IT-02
2206398,,,IT-02
2206399,,,IT-03
2206400,,,IT-01
2206401,,,IT-02
2206402,,,IT-02
2206404,,,IT-04
2206405,,,IT-01
2206406,,,IT-02
2206407,,,IT-04
2206408,,,IT-05
2206409,,,IT-05
2206410,,,IT-02
2206411,,,IT-06
2206412,,,IT-06
2206413,,,IT-02
2206414,,,IT-03
2206415,,,IT-02
2206416,,,IT-03
2206417,,,IT-04
2206418,,,IT-05
2206419,,,IT-05
2206420,,,IT-05
2206421,,,IT-03
2206423,,,IT-05
2206424,,,IT-05
2206425,,,IT-05
2306601,,,IT-02
2306602,,,IT-05
2206297,,,IT-04
2206386,,,IT-04
2206281,,,IT-01
